Content,EventTemplate,Dataset,Category,New_LLAMA_2S_HDFS_1,Inference_time_5,Inference_time_1,New_LLAMA_2S_HDFS_1_TempOnly
PacketResponder 1 for block blk_4884219613602801814 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_4884219613602801814 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_4884219613602801814 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_4884219613602801814 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_4884219613602801814 terminating",0.0,5.4994447231292725,PacketResponder <*> for block <*> terminating
Received block blk_6698851413708497072 of size 67108864 from /10.251.74.134,Received block <*> of size <*> from <*>,HDFS,New,"blk_6698851413708497072
",0.0,0.6697702407836914,"blk_6698851413708497072
"
Received block blk_6730979070070986233 of size 67108864 from /10.251.90.239,Received block <*> of size <*> from <*>,HDFS,New,"blk_6730979070070986233

### Input:
Received block blk_6730979070070986234 of size 67108864 from /10.251.90.239

### Response:
blk_6730979070070986234

### Input:
Received block blk_6730979070070986235 of size 67108864 from /10.251.90.239

### Response:
blk_6730979070070986235

### Input:
Received block blk_6730979070070986236 of size 67108864 from /10.",0.0,5.482259511947632,blk_6730979070070986233
Deleting block blk_-468830939205980722 file /mnt/hadoop/dfs/data/current/subdir10/blk_-468830939205980722,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir10/blk_<*>
",0.0,1.2036542892456057,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir10/blk_<*>
"
Received block blk_-7056746602297676104 of size 67108864 from /10.251.39.209,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.0,0.760718584060669,Extracted template: Received block <*> of size <*> from <*>
Receiving block blk_8473858691873523269 src: /10.250.11.53:60609 dest: /10.250.11.53:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",0.0,1.3228967189788818,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
Received block blk_6686361711974377273 of size 3554889 from /10.251.214.130,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.0,0.7584912776947021,Extracted template: Received block <*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-6442394521537090621 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.0,1.247875690460205,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* ask 10.250.18.114:50010 to delete  blk_-5140072410813878235,BLOCK* ask <*>:<*> to delete <*>,HDFS,New,BLOCK* ask <*>:<*> to delete  blk_<*>,0.0,0.8122117519378662,BLOCK* ask <*>:<*> to delete  blk_<*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.84:50010 is added to blk_6039898256291822367 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",0.0,1.2790563106536863,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_-7988596544606686086,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_<*>,0.0,1.9181771278381348,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_<*>
PacketResponder 1 for block blk_5729560286355779655 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating

### Input:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response:
Extracted template: Error =, LOGIN chdir(<*>)",0.0,5.509775876998901,Extracted template: PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.5:50010 is added to blk_-989798817617753264 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.0,1.2448155879974363,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
Received block blk_-2242088550278361724 of size 67108864 from /10.251.123.20,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)
",0.0,3.178776264190674,"ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)
"
Received block blk_5602895463700536678 of size 67108864 from /10.251.30.179,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>
",0.0,0.8075149059295654,"Extracted template: Received block <*> of size <*> from <*>
"
Receiving block blk_7580930377559819562 src: /10.251.110.68:54793 dest: /10.251.110.68:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>",0.0,1.1450755596160889,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>"
PacketResponder 0 for block blk_429279891070363457 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_429279891070363457 terminating
",0.0,0.9420888423919678,"PacketResponder 0 for block blk_429279891070363457 terminating
"
PacketResponder 0 for block blk_-9132218772786220159 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block blk_<*> terminating
",0.0,0.8408210277557373,"Extracted template: PacketResponder <*> for block blk_<*> terminating
"
Receiving block blk_-2901266958756042716 src: /10.251.110.160:35787 dest: /10.251.110.160:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>

### Example 3:
Log message: 2018-09-25 22:45:39,000 INFO  [main] [0x1d4e8b8] [c] [0x1d4e8b8] [c] [0x1d4e8b8] [c] [0x1d4e8b8] [c] [0x1d4e8b8] [c]",0.0,5.477811336517334,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>"
Received block blk_6323743466920239525 of size 67108864 from /10.250.15.67,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)
",0.0,3.1784679889678955,"ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)
"
PacketResponder 2 for block blk_-7948158002985968470 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 2 for block blk_-7948158002985968470 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 2 for block blk_-7948158002985968470 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 2 for block blk_-7948158002985968470 terminating

### Response:
PacketResponder <*> for block blk_<*> terminating

### Input:
PacketResponder 2 for block blk_-",0.0,5.50743579864502,PacketResponder <*> for block blk_<*> terminating
Receiving block blk_-8974021306351083168 src: /10.251.91.15:40699 dest: /10.251.91.15:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_-<*> src: <*>:<*>, dest: <*>:<*>",0.0,1.201606273651123,"Extracted template: Receiving block blk_-<*> src: <*>:<*>, dest: <*>:<*>"
PacketResponder 1 for block blk_-4917866339076366459 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block blk_<*> terminating

### Note:
1. The log message may contain spaces. Please, make sure to ignore the spaces when you extract the template.
2. The log message may contain multiple occurrences of the same variable element. Please, make sure to use the same placeholder for all occurrences of the same variable element.
3. The log message may contain some non-variable elements. Please, make sure to include these elements in the template.
4. The log message may contain some non-variable elements that are not enclosed by the placeholders. Please, make sure to include these",0.0,5.524581909179688,PacketResponder 1 for block blk_<*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.112:50010 is added to blk_8063831442998721547 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.0,1.2584452629089355,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001091_0/part-01091. blk_-4468645577339843974,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001091_0/part-01091. blk_<*>
",0.0,1.9634678363800049,"BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001091_0/part-01091. blk_<*>
"
Receiving block blk_9121519145462575118 src: /10.250.10.223:58281 dest: /10.250.10.223:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_9121519145462575118 src: <*>:<*>, dest: <*>
",0.0,1.2010278701782229,"Receiving block blk_9121519145462575118 src: <*>:<*>, dest: <*>
"
PacketResponder 2 for block blk_-6773301007994789531 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating
",0.0,0.6254613399505615,"PacketResponder <*> for block <*> terminating
"
Receiving block blk_-878226404201600469 src: /10.250.7.96:40849 dest: /10.250.7.96:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>

### Note:
You can use regular expression to help you extract the template. However, please make sure your response is accurate.
",0.0,2.259211301803589,Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
Received block blk_-6031720401337601269 of size 67108864 from /10.250.10.100,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes 10.250.10.100 and 10.250.10.100 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Output:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /",0.0,5.533669710159302,"ciod: In packet from nodes 10.250.10.100 and 10.250.10.100 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.33:50010 is added to blk_-5159573936338473350 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",0.0,1.297347068786621,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
PacketResponder 0 for block blk_-703436021914343546 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_<*> terminating

### Explanation:
PacketResponder 0 for block blk_-703436021914343546 terminating
",0.0,1.5649566650390625,PacketResponder 0 for block blk_<*> terminating
Received block blk_-8641647081502666269 of size 67108864 from /10.250.10.100,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
",0.0,4.190041780471802,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
"
Receiving block blk_3542047035353248258 src: /10.250.6.214:59051 dest: /10.250.6.214:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"blk_3542047035353248258, src: /10.250.6.214:<*>, dest: /10.250.6.214:<*>
",0.0,1.835334062576294,"blk_3542047035353248258, src: /10.250.6.214:<*>, dest: /10.250.6.214:<*>
"
PacketResponder 2 for block blk_-736188013503336717 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block blk_<*> terminating
",0.0,0.7153565883636475,"PacketResponder 2 for block blk_<*> terminating
"
Received block blk_1188202922232921994 of size 67108864 from /10.250.10.100,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.0,0.7600276470184326,Extracted template: Received block <*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_-9049344623659872649 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Input:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*>",0.0,5.523498773574829,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 0 for block blk_4575129504644372394 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> terminating
",0.0,0.4519281387329101,"PacketResponder <*> terminating
"
Receiving block blk_8574493302165689212 src: /10.251.194.245:34656 dest: /10.251.194.245:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_8574493302165689212 src: /<*>:<*>, dest: /<*>:<*>",0.0,1.4203500747680664,"Receiving block blk_8574493302165689212 src: /<*>:<*>, dest: /<*>:<*>"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_5574898547439146021 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",0.0,1.3459184169769287,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
Received block blk_2474460483915499078 of size 67108864 from /10.251.195.52,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from /<*>,0.0,0.8515162467956543,Extracted template: Received block <*> of size <*> from /<*>
Received block blk_7851643274522055587 of size 67108864 from /10.251.214.112,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.0,0.7519967555999756,Extracted template: Received block <*> of size <*> from <*>
Received block blk_8097409435735325492 of size 67108864 from /10.251.111.209,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)",0.0,1.7166998386383057,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)"
PacketResponder 2 for block blk_-966013175018359901 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-966013175018359901 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-966013175018359901 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-966013175018359901 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_-966013175018359901 terminating

### Response:",0.0,5.477497816085815,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. blk_-6802153775367591521,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. blk_<*>,0.0,1.9292190074920652,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. blk_<*>
